[2026-02-26T08:12:39.976Z] IP:::ffff:192.168.5.106 | GET / | Status:200 | Time:5ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15
[2026-02-26T08:17:35.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:36.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:37.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:38.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:39.809Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:40.806Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:41.806Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:42.806Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:43.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:44.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:45.809Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:46.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:47.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:48.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:49.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:50.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:51.808Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:52.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:53.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:54.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:55.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:56.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:57.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:58.806Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:59.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:00.806Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:01.806Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:02.806Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:03.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:04.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:05.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:06.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:07.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:08.806Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:09.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:10.806Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:11.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:12.806Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:13.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:14.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:18:57.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:19:57.806Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:20:57.805Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:21:57.804Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:22:57.802Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:23:57.801Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:24:57.801Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:25:57.798Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:26:57.796Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:27:57.797Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:28:57.797Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:29:57.795Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:30:57.793Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:31:57.792Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:25.679Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:25.910Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:26.912Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:28.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:29.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:30.787Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:31.789Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:32.789Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:33.789Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:34.791Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:35.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:36.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:37.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:38.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:39.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:40.791Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:41.787Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:42.787Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:43.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:44.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:45.789Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:46.787Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:47.791Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:48.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:49.794Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:50.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:51.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:52.789Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:53.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:54.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:55.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:56.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:57.791Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:58.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:32:59.791Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:00.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:01.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:02.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:03.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:04.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:05.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:06.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:07.789Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:08.788Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:09.790Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:10.791Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:33:11.789Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
